"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHL","TRADEGOOD","EXP","BLN_USD","A","2014",75.06144,
"CHL","TRADEGOOD","EXP","BLN_USD","A","2015",62.05478,
"CHL","TRADEGOOD","EXP","BLN_USD","A","2016",60.71071,
"CHL","TRADEGOOD","EXP","BLN_USD","A","2017",68.83727,
"CHL","TRADEGOOD","EXP","BLN_USD","A","2018",75.23938,
"CHL","TRADEGOOD","EXP","BLN_USD","A","2019",69.76898,
"CHN","TRADEGOOD","EXP","BLN_USD","A","1992",83.19571,
"CHN","TRADEGOOD","EXP","BLN_USD","A","1993",89.51723,
"CHN","TRADEGOOD","EXP","BLN_USD","A","1994",117.5506,
"CHN","TRADEGOOD","EXP","BLN_USD","A","1995",148.1181,
"CHN","TRADEGOOD","EXP","BLN_USD","A","1996",149.7071,
"CHN","TRADEGOOD","EXP","BLN_USD","A","1997",182.107,
"CHN","TRADEGOOD","EXP","BLN_USD","A","1998",184.3544,
"CHN","TRADEGOOD","EXP","BLN_USD","A","1999",194.2646,
"CHN","TRADEGOOD","EXP","BLN_USD","A","2000",250.1675,
"CHN","TRADEGOOD","EXP","BLN_USD","A","2001",267.6862,
"CHN","TRADEGOOD","EXP","BLN_USD","A","2002",324.884,
"CHN","TRADEGOOD","EXP","BLN_USD","A","2003",436.7232,
"CHN","TRADEGOOD","EXP","BLN_USD","A","2004",590.5123,
"CHN","TRADEGOOD","EXP","BLN_USD","A","2005",761.6296,
"CHN","TRADEGOOD","EXP","BLN_USD","A","2006",967.9545,
"CHN","TRADEGOOD","EXP","BLN_USD","A","2007",1219.814,
"CHN","TRADEGOOD","EXP","BLN_USD","A","2008",1429.789,
"CHN","TRADEGOOD","EXP","BLN_USD","A","2009",1197.149,
"CHN","TRADEGOOD","EXP","BLN_USD","A","2010",1575.894,
"CHN","TRADEGOOD","EXP","BLN_USD","A","2011",1893.511,
"CHN","TRADEGOOD","EXP","BLN_USD","A","2012",2046.833,
"CHN","TRADEGOOD","EXP","BLN_USD","A","2013",2211.626,
"CHN","TRADEGOOD","EXP","BLN_USD","A","2014",2322.316,
"CHN","TRADEGOOD","EXP","BLN_USD","A","2015",2286.5,
"CHN","TRADEGOOD","EXP","BLN_USD","A","2016",2098.618,
"CHN","TRADEGOOD","EXP","BLN_USD","A","2017",2264.267,
"CHN","TRADEGOOD","EXP","BLN_USD","A","2018",2512.729,
"CHN","TRADEGOOD","EXP","BLN_USD","A","2019",2493.813,
"COL","TRADEGOOD","EXP","BLN_USD","A","1991",7.104464,
"COL","TRADEGOOD","EXP","BLN_USD","A","1992",6.90554,
"COL","TRADEGOOD","EXP","BLN_USD","A","1993",7.116449,
"COL","TRADEGOOD","EXP","BLN_USD","A","1994",8.527777,
"COL","TRADEGOOD","EXP","BLN_USD","A","1995",10.20039,
"COL","TRADEGOOD","EXP","BLN_USD","A","1996",10.62863,
"COL","TRADEGOOD","EXP","BLN_USD","A","1997",11.49877,
"COL","TRADEGOOD","EXP","BLN_USD","A","1998",10.85866,
"COL","TRADEGOOD","EXP","BLN_USD","A","1999",11.56299,
"COL","TRADEGOOD","EXP","BLN_USD","A","2000",13.20033,
"COL","TRADEGOOD","EXP","BLN_USD","A","2001",12.33991,
"COL","TRADEGOOD","EXP","BLN_USD","A","2002",11.95447,
"COL","TRADEGOOD","EXP","BLN_USD","A","2003",13.10892,
"COL","TRADEGOOD","EXP","BLN_USD","A","2004",16.7305,
"COL","TRADEGOOD","EXP","BLN_USD","A","2005",21.14404,
"COL","TRADEGOOD","EXP","BLN_USD","A","2006",24.53239,
"COL","TRADEGOOD","EXP","BLN_USD","A","2007",30.18098,
"COL","TRADEGOOD","EXP","BLN_USD","A","2008",36.74532,
"COL","TRADEGOOD","EXP","BLN_USD","A","2009",32.80416,
"COL","TRADEGOOD","EXP","BLN_USD","A","2010",39.66223,
"COL","TRADEGOOD","EXP","BLN_USD","A","2011",56.90066,
"COL","TRADEGOOD","EXP","BLN_USD","A","2012",60.21885,
"COL","TRADEGOOD","EXP","BLN_USD","A","2013",58.86219,
"COL","TRADEGOOD","EXP","BLN_USD","A","2014",54.88193,
"COL","TRADEGOOD","EXP","BLN_USD","A","2015",36.06785,
"COL","TRADEGOOD","EXP","BLN_USD","A","2016",31.69255,
"COL","TRADEGOOD","EXP","BLN_USD","A","2017",38.00671,
"COL","TRADEGOOD","EXP","BLN_USD","A","2018",41.88628,
"COL","TRADEGOOD","EXP","BLN_USD","A","2019",39.47223,
"CRI","TRADEGOOD","EXP","BLN_USD","A","1995",3.49705,
"CRI","TRADEGOOD","EXP","BLN_USD","A","1996",3.49405,
"CRI","TRADEGOOD","EXP","BLN_USD","A","1997",4.173547,
"CRI","TRADEGOOD","EXP","BLN_USD","A","1998",5.537533,
"CRI","TRADEGOOD","EXP","BLN_USD","A","1999",6.697112,
"CRI","TRADEGOOD","EXP","BLN_USD","A","2000",5.96231,
"CRI","TRADEGOOD","EXP","BLN_USD","A","2001",5.050895,
"CRI","TRADEGOOD","EXP","BLN_USD","A","2002",5.289835,
"CRI","TRADEGOOD","EXP","BLN_USD","A","2003",6.161075,
"CRI","TRADEGOOD","EXP","BLN_USD","A","2004",6.419186,
"CRI","TRADEGOOD","EXP","BLN_USD","A","2005",7.160685,
"CRI","TRADEGOOD","EXP","BLN_USD","A","2006",8.472791,
"CRI","TRADEGOOD","EXP","BLN_USD","A","2007",9.56002,
"CRI","TRADEGOOD","EXP","BLN_USD","A","2008",9.603529,
"CRI","TRADEGOOD","EXP","BLN_USD","A","2009",8.83492,
"CRI","TRADEGOOD","EXP","BLN_USD","A","2010",9.03226,
"CRI","TRADEGOOD","EXP","BLN_USD","A","2011",10.23624,
"CRI","TRADEGOOD","EXP","BLN_USD","A","2012",11.28009,
"CRI","TRADEGOOD","EXP","BLN_USD","A","2013",11.47918,
"CRI","TRADEGOOD","EXP","BLN_USD","A","2014",11.24621,
"CRI","TRADEGOOD","EXP","BLN_USD","A","2015",9.41968,
"CRI","TRADEGOOD","EXP","BLN_USD","A","2016",10.495,
"CRI","TRADEGOOD","EXP","BLN_USD","A","2017",10.93339,
"CRI","TRADEGOOD","EXP","BLN_USD","A","2018",11.51141,
"CRI","TRADEGOOD","EXP","BLN_USD","A","2019",11.86341,
"EST","TRADEGOOD","EXP","BLN_USD","A","1993",0.765859,
"EST","TRADEGOOD","EXP","BLN_USD","A","1994",1.305089,
"EST","TRADEGOOD","EXP","BLN_USD","A","1995",1.83368,
"EST","TRADEGOOD","EXP","BLN_USD","A","1996",2.076644,
"EST","TRADEGOOD","EXP","BLN_USD","A","1997",2.930854,
"EST","TRADEGOOD","EXP","BLN_USD","A","1998",3.24163,
"EST","TRADEGOOD","EXP","BLN_USD","A","1999",2.370635,
"EST","TRADEGOOD","EXP","BLN_USD","A","2000",3.16293,
"EST","TRADEGOOD","EXP","BLN_USD","A","2001",3.307564,
"EST","TRADEGOOD","EXP","BLN_USD","A","2002",3.438057,
"EST","TRADEGOOD","EXP","BLN_USD","A","2003",4.524886,
"EST","TRADEGOOD","EXP","BLN_USD","A","2004",5.873783,
"EST","TRADEGOOD","EXP","BLN_USD","A","2005",7.645962,
"EST","TRADEGOOD","EXP","BLN_USD","A","2006",9.665083,
"EST","TRADEGOOD","EXP","BLN_USD","A","2007",10.9934,
"EST","TRADEGOOD","EXP","BLN_USD","A","2008",12.42713,
"EST","TRADEGOOD","EXP","BLN_USD","A","2009",9.020309,
"EST","TRADEGOOD","EXP","BLN_USD","A","2010",11.51274,
"EST","TRADEGOOD","EXP","BLN_USD","A","2011",16.59608,
"EST","TRADEGOOD","EXP","BLN_USD","A","2012",16.05413,
"EST","TRADEGOOD","EXP","BLN_USD","A","2013",16.31997,
"EST","TRADEGOOD","EXP","BLN_USD","A","2014",16.03503,
"EST","TRADEGOOD","EXP","BLN_USD","A","2015",12.81158,
"EST","TRADEGOOD","EXP","BLN_USD","A","2016",13.0766,
"EST","TRADEGOOD","EXP","BLN_USD","A","2017",14.48898,
"EST","TRADEGOOD","EXP","BLN_USD","A","2018",16.98067,
"EST","TRADEGOOD","EXP","BLN_USD","A","2019",16.10155,
"IND","TRADEGOOD","EXP","BLN_USD","A","1990",17.9428,
"IND","TRADEGOOD","EXP","BLN_USD","A","1991",17.73108,
"IND","TRADEGOOD","EXP","BLN_USD","A","1992",18.13214,
"IND","TRADEGOOD","EXP","BLN_USD","A","1993",21.13877,
"IND","TRADEGOOD","EXP","BLN_USD","A","1994",25.0556,
"IND","TRADEGOOD","EXP","BLN_USD","A","1995",30.6695,
"IND","TRADEGOOD","EXP","BLN_USD","A","1996",33.04966,
"IND","TRADEGOOD","EXP","BLN_USD","A","1997",34.96229,
"IND","TRADEGOOD","EXP","BLN_USD","A","1998",33.443,
"IND","TRADEGOOD","EXP","BLN_USD","A","1999",35.67805,
"IND","TRADEGOOD","EXP","BLN_USD","A","2000",42.50512,
"IND","TRADEGOOD","EXP","BLN_USD","A","2001",43.32003,
"IND","TRADEGOOD","EXP","BLN_USD","A","2002",50.44975,
"IND","TRADEGOOD","EXP","BLN_USD","A","2003",58.96222,
"IND","TRADEGOOD","EXP","BLN_USD","A","2004",76.545,
"IND","TRADEGOOD","EXP","BLN_USD","A","2005",99.57761,
"IND","TRADEGOOD","EXP","BLN_USD","A","2006",121.9218,
"IND","TRADEGOOD","EXP","BLN_USD","A","2007",150.3366,
"IND","TRADEGOOD","EXP","BLN_USD","A","2008",194.7249,
"IND","TRADEGOOD","EXP","BLN_USD","A","2009",165.2564,
"IND","TRADEGOOD","EXP","BLN_USD","A","2010",226.6086,
"IND","TRADEGOOD","EXP","BLN_USD","A","2011",302.5666,
"IND","TRADEGOOD","EXP","BLN_USD","A","2012",296.7758,
"IND","TRADEGOOD","EXP","BLN_USD","A","2013",314.7493,
"IND","TRADEGOOD","EXP","BLN_USD","A","2014",322.5268,
"IND","TRADEGOOD","EXP","BLN_USD","A","2015",268.0791,
"IND","TRADEGOOD","EXP","BLN_USD","A","2016",264.6742,
"IND","TRADEGOOD","EXP","BLN_USD","A","2017",298.2488,
"IND","TRADEGOOD","EXP","BLN_USD","A","2018",324.9175,
"IND","TRADEGOOD","EXP","BLN_USD","A","2019",323.9979,
"IDN","TRADEGOOD","EXP","BLN_USD","A","1990",25.67533,
"IDN","TRADEGOOD","EXP","BLN_USD","A","1991",29.14238,
"IDN","TRADEGOOD","EXP","BLN_USD","A","1992",33.96701,
"IDN","TRADEGOOD","EXP","BLN_USD","A","1993",36.8228,
"IDN","TRADEGOOD","EXP","BLN_USD","A","1994",40.05342,
"IDN","TRADEGOOD","EXP","BLN_USD","A","1995",45.41822,
"IDN","TRADEGOOD","EXP","BLN_USD","A","1996",49.81475,
"IDN","TRADEGOOD","EXP","BLN_USD","A","1997",53.4436,
"IDN","TRADEGOOD","EXP","BLN_USD","A","1998",48.84764,
"IDN","TRADEGOOD","EXP","BLN_USD","A","1999",48.66545,
"IDN","TRADEGOOD","EXP","BLN_USD","A","2000",62.12402,
"IDN","TRADEGOOD","EXP","BLN_USD","A","2001",56.32111,
"IDN","TRADEGOOD","EXP","BLN_USD","A","2002",57.15927,
"IDN","TRADEGOOD","EXP","BLN_USD","A","2003",61.05825,
"IDN","TRADEGOOD","EXP","BLN_USD","A","2004",71.58461,
"IDN","TRADEGOOD","EXP","BLN_USD","A","2005",85.65995,
"IDN","TRADEGOOD","EXP","BLN_USD","A","2006",100.7986,
"IDN","TRADEGOOD","EXP","BLN_USD","A","2007",114.1009,
"IDN","TRADEGOOD","EXP","BLN_USD","A","2008",137.0204,
"IDN","TRADEGOOD","EXP","BLN_USD","A","2009",116.5113,
"IDN","TRADEGOOD","EXP","BLN_USD","A","2010",158.4046,
"IDN","TRADEGOOD","EXP","BLN_USD","A","2011",202.4038,
"IDN","TRADEGOOD","EXP","BLN_USD","A","2012",190.944,
"IDN","TRADEGOOD","EXP","BLN_USD","A","2013",182.1922,
"IDN","TRADEGOOD","EXP","BLN_USD","A","2014",175.797,
"IDN","TRADEGOOD","EXP","BLN_USD","A","2015",150.5424,
"IDN","TRADEGOOD","EXP","BLN_USD","A","2016",145.5609,
"IDN","TRADEGOOD","EXP","BLN_USD","A","2017",168.8007,
"IDN","TRADEGOOD","EXP","BLN_USD","A","2018",179.0004,
"IDN","TRADEGOOD","EXP","BLN_USD","A","2019",168.355,
"ISR","TRADEGOOD","EXP","BLN_USD","A","1988",9.34465,
"ISR","TRADEGOOD","EXP","BLN_USD","A","1989",10.56356,
"ISR","TRADEGOOD","EXP","BLN_USD","A","1990",11.43017,
"ISR","TRADEGOOD","EXP","BLN_USD","A","1991",11.03037,
"ISR","TRADEGOOD","EXP","BLN_USD","A","1992",12.24457,
"ISR","TRADEGOOD","EXP","BLN_USD","A","1993",13.80334,
"ISR","TRADEGOOD","EXP","BLN_USD","A","1994",15.88917,
"ISR","TRADEGOOD","EXP","BLN_USD","A","1995",17.62161,
"ISR","TRADEGOOD","EXP","BLN_USD","A","1996",18.72665,
"ISR","TRADEGOOD","EXP","BLN_USD","A","1997",20.29807,
"ISR","TRADEGOOD","EXP","BLN_USD","A","1998",20.62836,
"ISR","TRADEGOOD","EXP","BLN_USD","A","1999",22.77191,
"ISR","TRADEGOOD","EXP","BLN_USD","A","2000",28.37087,
"ISR","TRADEGOOD","EXP","BLN_USD","A","2001",25.69625,
"ISR","TRADEGOOD","EXP","BLN_USD","A","2002",25.65662,
"ISR","TRADEGOOD","EXP","BLN_USD","A","2003",27.89339,
"ISR","TRADEGOOD","EXP","BLN_USD","A","2004",33.81915,
"ISR","TRADEGOOD","EXP","BLN_USD","A","2005",36.6432,
"ISR","TRADEGOOD","EXP","BLN_USD","A","2006",39.70221,
"ISR","TRADEGOOD","EXP","BLN_USD","A","2007",45.81996,
"ISR","TRADEGOOD","EXP","BLN_USD","A","2008",51.31893,
"ISR","TRADEGOOD","EXP","BLN_USD","A","2009",42.05523,
"ISR","TRADEGOOD","EXP","BLN_USD","A","2010",50.84093,
"ISR","TRADEGOOD","EXP","BLN_USD","A","2011",58.08865,
"ISR","TRADEGOOD","EXP","BLN_USD","A","2012",53.99664,
"ISR","TRADEGOOD","EXP","BLN_USD","A","2013",56.82577,
"ISR","TRADEGOOD","EXP","BLN_USD","A","2014",57.52245,
"ISR","TRADEGOOD","EXP","BLN_USD","A","2015",53.38101,
"ISR","TRADEGOOD","EXP","BLN_USD","A","2016",52.23888,
"ISR","TRADEGOOD","EXP","BLN_USD","A","2017",53.09408,
"ISR","TRADEGOOD","EXP","BLN_USD","A","2018",54.04766,
"ISR","TRADEGOOD","EXP","BLN_USD","A","2019",51.67183,
"LVA","TRADEGOOD","EXP","BLN_USD","A","1999",1.941504,
"LVA","TRADEGOOD","EXP","BLN_USD","A","2000",2.337731,
"LVA","TRADEGOOD","EXP","BLN_USD","A","2001",2.493823,
"LVA","TRADEGOOD","EXP","BLN_USD","A","2002",2.75426,
"LVA","TRADEGOOD","EXP","BLN_USD","A","2003",3.159897,
"LVA","TRADEGOOD","EXP","BLN_USD","A","2004",4.165336,
"LVA","TRADEGOOD","EXP","BLN_USD","A","2005",5.147711,
"LVA","TRADEGOOD","EXP","BLN_USD","A","2006",6.152113,
"LVA","TRADEGOOD","EXP","BLN_USD","A","2007",8.307542,
"LVA","TRADEGOOD","EXP","BLN_USD","A","2008",10.12143,
"LVA","TRADEGOOD","EXP","BLN_USD","A","2009",7.728501,
"LVA","TRADEGOOD","EXP","BLN_USD","A","2010",9.476,
"LVA","TRADEGOOD","EXP","BLN_USD","A","2011",13.17188,
"LVA","TRADEGOOD","EXP","BLN_USD","A","2012",14.00006,
"LVA","TRADEGOOD","EXP","BLN_USD","A","2013",14.51018,
"LVA","TRADEGOOD","EXP","BLN_USD","A","2014",14.78991,
"LVA","TRADEGOOD","EXP","BLN_USD","A","2015",12.3386,
"LVA","TRADEGOOD","EXP","BLN_USD","A","2016",12.23559,
"LVA","TRADEGOOD","EXP","BLN_USD","A","2017",14.02605,
"LVA","TRADEGOOD","EXP","BLN_USD","A","2018",16.19076,
"LVA","TRADEGOOD","EXP","BLN_USD","A","2019",15.7429,
"LTU","TRADEGOOD","EXP","BLN_USD","A","1999",2.22533,
"LTU","TRADEGOOD","EXP","BLN_USD","A","2000",3.319781,
"LTU","TRADEGOOD","EXP","BLN_USD","A","2001",4.12834,
"LTU","TRADEGOOD","EXP","BLN_USD","A","2002",5.22642,
"LTU","TRADEGOOD","EXP","BLN_USD","A","2003",6.972843,
"LTU","TRADEGOOD","EXP","BLN_USD","A","2004",9.254832,
"LTU","TRADEGOOD","EXP","BLN_USD","A","2005",11.76786,
"LTU","TRADEGOOD","EXP","BLN_USD","A","2006",14.14793,
"LTU","TRADEGOOD","EXP","BLN_USD","A","2007",17.18233,
"LTU","TRADEGOOD","EXP","BLN_USD","A","2008",23.60853,
"LTU","TRADEGOOD","EXP","BLN_USD","A","2009",16.4838,
"LTU","TRADEGOOD","EXP","BLN_USD","A","2010",20.60688,
"LTU","TRADEGOOD","EXP","BLN_USD","A","2011",28.06609,
"LTU","TRADEGOOD","EXP","BLN_USD","A","2012",29.5079,
"LTU","TRADEGOOD","EXP","BLN_USD","A","2013",32.71389,
"LTU","TRADEGOOD","EXP","BLN_USD","A","2014",32.36333,
"LTU","TRADEGOOD","EXP","BLN_USD","A","2015",25.3999,
"LTU","TRADEGOOD","EXP","BLN_USD","A","2016",24.92222,
"LTU","TRADEGOOD","EXP","BLN_USD","A","2017",29.85378,
"LTU","TRADEGOOD","EXP","BLN_USD","A","2018",33.41155,
"LTU","TRADEGOOD","EXP","BLN_USD","A","2019",33.26193,
"RUS","TRADEGOOD","EXP","BLN_USD","A","1991",64.99696,
"RUS","TRADEGOOD","EXP","BLN_USD","A","1992",53.96872,
"RUS","TRADEGOOD","EXP","BLN_USD","A","1993",56.40777,
"RUS","TRADEGOOD","EXP","BLN_USD","A","1994",67.31374,
"RUS","TRADEGOOD","EXP","BLN_USD","A","1995",81.46395,
"RUS","TRADEGOOD","EXP","BLN_USD","A","1996",88.52491,
"RUS","TRADEGOOD","EXP","BLN_USD","A","1997",86.00018,
"RUS","TRADEGOOD","EXP","BLN_USD","A","1998",74.0517,
"RUS","TRADEGOOD","EXP","BLN_USD","A","1999",69.12717,
"RUS","TRADEGOOD","EXP","BLN_USD","A","2000",99.52373,
"RUS","TRADEGOOD","EXP","BLN_USD","A","2001",97.09624,
"RUS","TRADEGOOD","EXP","BLN_USD","A","2002",101.7305,
"RUS","TRADEGOOD","EXP","BLN_USD","A","2003",128.9335,
"RUS","TRADEGOOD","EXP","BLN_USD","A","2004",176.965,
"RUS","TRADEGOOD","EXP","BLN_USD","A","2005",239.2477,
"RUS","TRADEGOOD","EXP","BLN_USD","A","2006",297.4196,
"RUS","TRADEGOOD","EXP","BLN_USD","A","2007",344.7126,
"RUS","TRADEGOOD","EXP","BLN_USD","A","2008",465.9135,
"RUS","TRADEGOOD","EXP","BLN_USD","A","2009",295.415,
"RUS","TRADEGOOD","EXP","BLN_USD","A","2010",392.8224,
"RUS","TRADEGOOD","EXP","BLN_USD","A","2011",515.0933,
"RUS","TRADEGOOD","EXP","BLN_USD","A","2012",528.9357,
"RUS","TRADEGOOD","EXP","BLN_USD","A","2013",522.2811,
"RUS","TRADEGOOD","EXP","BLN_USD","A","2014",498.1125,
"RUS","TRADEGOOD","EXP","BLN_USD","A","2015",342.8667,
"RUS","TRADEGOOD","EXP","BLN_USD","A","2016",280.9496,
"RUS","TRADEGOOD","EXP","BLN_USD","A","2017",352.7152,
"RUS","TRADEGOOD","EXP","BLN_USD","A","2018",443.6458,
"RUS","TRADEGOOD","EXP","BLN_USD","A","2019",420.1125,
"SAU","TRADEGOOD","EXP","BLN_USD","A","1968",2.026222,
"SAU","TRADEGOOD","EXP","BLN_USD","A","1969",2.110222,
"SAU","TRADEGOOD","EXP","BLN_USD","A","1970",2.423778,
"SAU","TRADEGOOD","EXP","BLN_USD","A","1971",3.856398,
"SAU","TRADEGOOD","EXP","BLN_USD","A","1972",5.491521,
"SAU","TRADEGOOD","EXP","BLN_USD","A","1973",8.986429,
"SAU","TRADEGOOD","EXP","BLN_USD","A","1974",35.55577,
"SAU","TRADEGOOD","EXP","BLN_USD","A","1975",29.68263,
"SAU","TRADEGOOD","EXP","BLN_USD","A","1976",38.28725,
"SAU","TRADEGOOD","EXP","BLN_USD","A","1977",43.46275,
"SAU","TRADEGOOD","EXP","BLN_USD","A","1978",40.66465,
"SAU","TRADEGOOD","EXP","BLN_USD","A","1979",63.43153,
"SAU","TRADEGOOD","EXP","BLN_USD","A","1980",109.0812,
"SAU","TRADEGOOD","EXP","BLN_USD","A","1981",119.8758,
"SAU","TRADEGOOD","EXP","BLN_USD","A","1982",79.07716,
"SAU","TRADEGOOD","EXP","BLN_USD","A","1983",45.86253,
"SAU","TRADEGOOD","EXP","BLN_USD","A","1984",37.52188,
"SAU","TRADEGOOD","EXP","BLN_USD","A","1985",27.47992,
"SAU","TRADEGOOD","EXP","BLN_USD","A","1986",20.14921,
"SAU","TRADEGOOD","EXP","BLN_USD","A","1987",23.168,
"SAU","TRADEGOOD","EXP","BLN_USD","A","1988",24.34347,
"SAU","TRADEGOOD","EXP","BLN_USD","A","1989",28.34507,
"SAU","TRADEGOOD","EXP","BLN_USD","A","1990",44.35707,
"SAU","TRADEGOOD","EXP","BLN_USD","A","1991",47.63307,
"SAU","TRADEGOOD","EXP","BLN_USD","A","1992",50.22,
"SAU","TRADEGOOD","EXP","BLN_USD","A","1993",42.33867,
"SAU","TRADEGOOD","EXP","BLN_USD","A","1994",42.55733,
"SAU","TRADEGOOD","EXP","BLN_USD","A","1995",49.97413,
"SAU","TRADEGOOD","EXP","BLN_USD","A","1996",60.64747,
"SAU","TRADEGOOD","EXP","BLN_USD","A","1997",60.65147,
"SAU","TRADEGOOD","EXP","BLN_USD","A","1998",38.77013,
"SAU","TRADEGOOD","EXP","BLN_USD","A","1999",50.68907,
"SAU","TRADEGOOD","EXP","BLN_USD","A","2000",77.4808,
"SAU","TRADEGOOD","EXP","BLN_USD","A","2001",67.9728,
"SAU","TRADEGOOD","EXP","BLN_USD","A","2002",72.46426,
"SAU","TRADEGOOD","EXP","BLN_USD","A","2003",93.24374,
"SAU","TRADEGOOD","EXP","BLN_USD","A","2004",125.9976,
"SAU","TRADEGOOD","EXP","BLN_USD","A","2005",180.5717,
"SAU","TRADEGOOD","EXP","BLN_USD","A","2006",211.0784,
"SAU","TRADEGOOD","EXP","BLN_USD","A","2007",233.2564,
"SAU","TRADEGOOD","EXP","BLN_USD","A","2008",313.6312,
"SAU","TRADEGOOD","EXP","BLN_USD","A","2009",192.452,
"SAU","TRADEGOOD","EXP","BLN_USD","A","2010",251.2384,
"SAU","TRADEGOOD","EXP","BLN_USD","A","2011",364.7209,
"SAU","TRADEGOOD","EXP","BLN_USD","A","2012",388.1182,
"SAU","TRADEGOOD","EXP","BLN_USD","A","2013",375.5826,
"SAU","TRADEGOOD","EXP","BLN_USD","A","2014",342.1433,
"SAU","TRADEGOOD","EXP","BLN_USD","A","2015",203.3092,
"SAU","TRADEGOOD","EXP","BLN_USD","A","2016",183.656,
"SAU","TRADEGOOD","EXP","BLN_USD","A","2017",221.7107,
"SAU","TRADEGOOD","EXP","BLN_USD","A","2018",294.547,
"SAU","TRADEGOOD","EXP","BLN_USD","A","2019",261.8767,
"SVN","TRADEGOOD","EXP","BLN_USD","A","1999",10.46824,
"SVN","TRADEGOOD","EXP","BLN_USD","A","2000",10.2268,
"SVN","TRADEGOOD","EXP","BLN_USD","A","2001",10.31674,
"SVN","TRADEGOOD","EXP","BLN_USD","A","2002",11.00676,
"SVN","TRADEGOOD","EXP","BLN_USD","A","2003",13.05602,
"SVN","TRADEGOOD","EXP","BLN_USD","A","2004",16.17885,
"SVN","TRADEGOOD","EXP","BLN_USD","A","2005",19.1352,
"SVN","TRADEGOOD","EXP","BLN_USD","A","2006",23.37832,
"SVN","TRADEGOOD","EXP","BLN_USD","A","2007",30.46372,
"SVN","TRADEGOOD","EXP","BLN_USD","A","2008",34.17953,
"SVN","TRADEGOOD","EXP","BLN_USD","A","2009",25.86773,
"SVN","TRADEGOOD","EXP","BLN_USD","A","2010",28.84754,
"SVN","TRADEGOOD","EXP","BLN_USD","A","2011",34.56144,
"SVN","TRADEGOOD","EXP","BLN_USD","A","2012",32.45516,
"SVN","TRADEGOOD","EXP","BLN_USD","A","2013",34.27061,
"SVN","TRADEGOOD","EXP","BLN_USD","A","2014",36.02331,
"SVN","TRADEGOOD","EXP","BLN_USD","A","2015",31.73685,
"SVN","TRADEGOOD","EXP","BLN_USD","A","2016",32.93198,
"SVN","TRADEGOOD","EXP","BLN_USD","A","2017",38.66602,
"SVN","TRADEGOOD","EXP","BLN_USD","A","2018",44.60388,
"SVN","TRADEGOOD","EXP","BLN_USD","A","2019",45.22047,
"ZAF","TRADEGOOD","EXP","BLN_USD","A","1957",1.274953,
"ZAF","TRADEGOOD","EXP","BLN_USD","A","1958",1.111175,
"ZAF","TRADEGOOD","EXP","BLN_USD","A","1959",1.219252,
"ZAF","TRADEGOOD","EXP","BLN_USD","A","1960",1.239864,
"ZAF","TRADEGOOD","EXP","BLN_USD","A","1961",1.337295,
"ZAF","TRADEGOOD","EXP","BLN_USD","A","1962",1.33265,
"ZAF","TRADEGOOD","EXP","BLN_USD","A","1963",1.39505,
"ZAF","TRADEGOOD","EXP","BLN_USD","A","1964",1.440403,
"ZAF","TRADEGOOD","EXP","BLN_USD","A","1965",1.45555,
"ZAF","TRADEGOOD","EXP","BLN_USD","A","1966",1.662638,
"ZAF","TRADEGOOD","EXP","BLN_USD","A","1967",1.933579,
"ZAF","TRADEGOOD","EXP","BLN_USD","A","1968",2.115135,
"ZAF","TRADEGOOD","EXP","BLN_USD","A","1969",2.174424,
"ZAF","TRADEGOOD","EXP","BLN_USD","A","1970",3.344508,
"ZAF","TRADEGOOD","EXP","BLN_USD","A","1971",3.482559,
"ZAF","TRADEGOOD","EXP","BLN_USD","A","1972",4.105693,
"ZAF","TRADEGOOD","EXP","BLN_USD","A","1973",6.050591,
"ZAF","TRADEGOOD","EXP","BLN_USD","A","1974",8.671326,
"ZAF","TRADEGOOD","EXP","BLN_USD","A","1975",8.807796,
"ZAF","TRADEGOOD","EXP","BLN_USD","A","1976",7.796019,
"ZAF","TRADEGOOD","EXP","BLN_USD","A","1977",9.925331,
"ZAF","TRADEGOOD","EXP","BLN_USD","A","1978",12.79754,
"ZAF","TRADEGOOD","EXP","BLN_USD","A","1979",18.28208,
"ZAF","TRADEGOOD","EXP","BLN_USD","A","1980",25.40733,
"ZAF","TRADEGOOD","EXP","BLN_USD","A","1981",20.83558,
"ZAF","TRADEGOOD","EXP","BLN_USD","A","1982",17.64235,
"ZAF","TRADEGOOD","EXP","BLN_USD","A","1983",18.62465,
"ZAF","TRADEGOOD","EXP","BLN_USD","A","1984",17.26077,
"ZAF","TRADEGOOD","EXP","BLN_USD","A","1985",16.32571,
"ZAF","TRADEGOOD","EXP","BLN_USD","A","1986",18.37136,
"ZAF","TRADEGOOD","EXP","BLN_USD","A","1987",21.21028,
"ZAF","TRADEGOOD","EXP","BLN_USD","A","1988",21.80127,
"ZAF","TRADEGOOD","EXP","BLN_USD","A","1989",22.19737,
"ZAF","TRADEGOOD","EXP","BLN_USD","A","1990",23.60421,
"ZAF","TRADEGOOD","EXP","BLN_USD","A","1991",23.26367,
"ZAF","TRADEGOOD","EXP","BLN_USD","A","1992",23.35968,
"ZAF","TRADEGOOD","EXP","BLN_USD","A","1993",23.98579,
"ZAF","TRADEGOOD","EXP","BLN_USD","A","1994",25.0041,
