"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SWE","TRADEGOOD","EXP","BLN_USD","A","1987",44.34835,
"SWE","TRADEGOOD","EXP","BLN_USD","A","1988",49.50313,
"SWE","TRADEGOOD","EXP","BLN_USD","A","1989",51.62672,
"SWE","TRADEGOOD","EXP","BLN_USD","A","1990",57.3484,
"SWE","TRADEGOOD","EXP","BLN_USD","A","1991",55.1254,
"SWE","TRADEGOOD","EXP","BLN_USD","A","1992",56.10349,
"SWE","TRADEGOOD","EXP","BLN_USD","A","1993",49.83107,
"SWE","TRADEGOOD","EXP","BLN_USD","A","1994",61.38018,
"SWE","TRADEGOOD","EXP","BLN_USD","A","1995",79.74845,
"SWE","TRADEGOOD","EXP","BLN_USD","A","1996",84.44862,
"SWE","TRADEGOOD","EXP","BLN_USD","A","1997",82.81087,
"SWE","TRADEGOOD","EXP","BLN_USD","A","1998",84.87433,
"SWE","TRADEGOOD","EXP","BLN_USD","A","1999",84.99854,
"SWE","TRADEGOOD","EXP","BLN_USD","A","2000",87.77544,
"SWE","TRADEGOOD","EXP","BLN_USD","A","2001",78.13342,
"SWE","TRADEGOOD","EXP","BLN_USD","A","2002",83.17041,
"SWE","TRADEGOOD","EXP","BLN_USD","A","2003",102.4568,
"SWE","TRADEGOOD","EXP","BLN_USD","A","2004",122.7539,
"SWE","TRADEGOOD","EXP","BLN_USD","A","2005",131.2372,
"SWE","TRADEGOOD","EXP","BLN_USD","A","2006",148.3322,
"SWE","TRADEGOOD","EXP","BLN_USD","A","2007",169.0899,
"SWE","TRADEGOOD","EXP","BLN_USD","A","2008",183.2547,
"SWE","TRADEGOOD","EXP","BLN_USD","A","2009",130.9759,
"SWE","TRADEGOOD","EXP","BLN_USD","A","2010",158.0433,
"SWE","TRADEGOOD","EXP","BLN_USD","A","2011",187.4849,
"SWE","TRADEGOOD","EXP","BLN_USD","A","2012",172.7814,
"SWE","TRADEGOOD","EXP","BLN_USD","A","2013",167.4728,
"SWE","TRADEGOOD","EXP","BLN_USD","A","2014",164.5921,
"SWE","TRADEGOOD","EXP","BLN_USD","A","2015",139.8769,
"SWE","TRADEGOOD","EXP","BLN_USD","A","2016",139.4371,
"SWE","TRADEGOOD","EXP","BLN_USD","A","2017",153.1452,
"SWE","TRADEGOOD","EXP","BLN_USD","A","2018",165.7008,
"SWE","TRADEGOOD","EXP","BLN_USD","A","2019",160.5623,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1957",1.567176,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1958",1.549597,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1959",1.677523,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1960",1.875232,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1961",2.045303,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1962",2.212842,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1963",2.410667,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1964",2.640667,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1965",2.963033,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1966",3.284005,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1967",3.506199,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1968",4.002533,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1969",4.621101,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1970",5.120338,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1971",5.741487,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1972",6.862494,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1973",9.497165,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1974",11.90149,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1975",12.93305,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1976",14.76369,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1977",17.6556,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1978",23.60841,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1979",26.47373,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1980",28.89347,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1981",26.90892,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1982",25.97651,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1983",25.5975,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1984",25.85238,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1985",27.36551,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1986",37.38646,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1987",45.38975,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1988",50.58754,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1989",51.62009,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1990",58.41679,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1991",57.386,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1992",61.27455,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1993",58.61011,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1994",66.30313,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1995",78.08354,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1996",75.99882,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1997",72.41973,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1998",75.29636,
"CHE","TRADEGOOD","EXP","BLN_USD","A","1999",76.05743,
"CHE","TRADEGOOD","EXP","BLN_USD","A","2000",75.11697,
"CHE","TRADEGOOD","EXP","BLN_USD","A","2001",78.11185,
"CHE","TRADEGOOD","EXP","BLN_USD","A","2002",87.46329,
"CHE","TRADEGOOD","EXP","BLN_USD","A","2003",100.7102,
"CHE","TRADEGOOD","EXP","BLN_USD","A","2004",117.6032,
"CHE","TRADEGOOD","EXP","BLN_USD","A","2005",126.3909,
"CHE","TRADEGOOD","EXP","BLN_USD","A","2006",142.1163,
"CHE","TRADEGOOD","EXP","BLN_USD","A","2007",164.686,
"CHE","TRADEGOOD","EXP","BLN_USD","A","2008",190.6717,
"CHE","TRADEGOOD","EXP","BLN_USD","A","2009",166.8422,
"CHE","TRADEGOOD","EXP","BLN_USD","A","2010",185.8977,
"CHE","TRADEGOOD","EXP","BLN_USD","A","2011",223.9598,
"CHE","TRADEGOOD","EXP","BLN_USD","A","2012",214.0909,
"CHE","TRADEGOOD","EXP","BLN_USD","A","2013",216.8436,
"CHE","TRADEGOOD","EXP","BLN_USD","A","2014",227.6291,
"CHE","TRADEGOOD","EXP","BLN_USD","A","2015",210.5923,
"CHE","TRADEGOOD","EXP","BLN_USD","A","2016",214.1785,
"CHE","TRADEGOOD","EXP","BLN_USD","A","2017",224.4996,
"CHE","TRADEGOOD","EXP","BLN_USD","A","2018",238.0989,
"CHE","TRADEGOOD","EXP","BLN_USD","A","2019",243.4074,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1957",0.268694,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1958",0.118219,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1959",0.1054098,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1960",0.1580684,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1961",0.3109765,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1962",0.3707443,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1963",0.3407797,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1964",0.3682507,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1965",0.4521118,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1966",0.4629038,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1967",0.48457,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1968",0.4571182,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1969",0.5337709,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1970",0.5441122,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1971",0.5735909,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1972",0.8259841,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1973",1.305663,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1974",1.474538,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1975",1.421703,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1976",1.942042,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1977",1.750452,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1978",2.272662,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1979",2.039504,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1980",2.984071,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1981",4.682631,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1982",5.69837,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1983",6.057178,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1984",7.168352,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1985",7.993211,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1986",7.656381,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1987",10.27795,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1988",11.70204,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1989",11.66062,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1990",13.18329,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1991",13.93031,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1992",14.99604,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1993",16.11843,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1994",17.82456,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1995",22.45716,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1996",23.88738,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1997",26.13581,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1998",26.98301,
"TUR","TRADEGOOD","EXP","BLN_USD","A","1999",26.54161,
"TUR","TRADEGOOD","EXP","BLN_USD","A","2000",27.86258,
"TUR","TRADEGOOD","EXP","BLN_USD","A","2001",31.30928,
"TUR","TRADEGOOD","EXP","BLN_USD","A","2002",35.92333,
"TUR","TRADEGOOD","EXP","BLN_USD","A","2003",47.15132,
"TUR","TRADEGOOD","EXP","BLN_USD","A","2004",62.41467,
"TUR","TRADEGOOD","EXP","BLN_USD","A","2005",73.13945,
"TUR","TRADEGOOD","EXP","BLN_USD","A","2006",85.4942,
"TUR","TRADEGOOD","EXP","BLN_USD","A","2007",107.4129,
"TUR","TRADEGOOD","EXP","BLN_USD","A","2008",131.9581,
"TUR","TRADEGOOD","EXP","BLN_USD","A","2009",101.7513,
"TUR","TRADEGOOD","EXP","BLN_USD","A","2010",113.9296,
"TUR","TRADEGOOD","EXP","BLN_USD","A","2011",134.8517,
"TUR","TRADEGOOD","EXP","BLN_USD","A","2012",152.3308,"B"
"TUR","TRADEGOOD","EXP","BLN_USD","A","2013",161.9544,
"TUR","TRADEGOOD","EXP","BLN_USD","A","2014",166.1974,
"TUR","TRADEGOOD","EXP","BLN_USD","A","2015",150.3055,
"TUR","TRADEGOOD","EXP","BLN_USD","A","2016",149.4216,
"TUR","TRADEGOOD","EXP","BLN_USD","A","2017",164.0183,
"TUR","TRADEGOOD","EXP","BLN_USD","A","2018",176.8422,
"TUR","TRADEGOOD","EXP","BLN_USD","A","2019",180.6416,
"GBR","TRADEGOOD","EXP","BLN_USD","A","1957",9.672111,
"GBR","TRADEGOOD","EXP","BLN_USD","A","1958",9.529048,
"GBR","TRADEGOOD","EXP","BLN_USD","A","1959",10.04025,
"GBR","TRADEGOOD","EXP","BLN_USD","A","1960",10.62626,
"GBR","TRADEGOOD","EXP","BLN_USD","A","1961",11.11256,
"GBR","TRADEGOOD","EXP","BLN_USD","A","1962",11.40112,
"GBR","TRADEGOOD","EXP","BLN_USD","A","1963",12.25171,
"GBR","TRADEGOOD","EXP","BLN_USD","A","1964",12.81018,
"GBR","TRADEGOOD","EXP","BLN_USD","A","1965",13.78127,
"GBR","TRADEGOOD","EXP","BLN_USD","A","1966",14.75523,
"GBR","TRADEGOOD","EXP","BLN_USD","A","1967",14.45534,
"GBR","TRADEGOOD","EXP","BLN_USD","A","1968",15.37445,
"GBR","TRADEGOOD","EXP","BLN_USD","A","1969",17.57328,
"GBR","TRADEGOOD","EXP","BLN_USD","A","1970",19.28552,
"GBR","TRADEGOOD","EXP","BLN_USD","A","1971",22.11825,
"GBR","TRADEGOOD","EXP","BLN_USD","A","1972",23.90975,
"GBR","TRADEGOOD","EXP","BLN_USD","A","1973",29.46142,
"GBR","TRADEGOOD","EXP","BLN_USD","A","1974",37.89878,
"GBR","TRADEGOOD","EXP","BLN_USD","A","1975",42.99327,
"GBR","TRADEGOOD","EXP","BLN_USD","A","1976",44.915,
"GBR","TRADEGOOD","EXP","BLN_USD","A","1977",55.83127,
"GBR","TRADEGOOD","EXP","BLN_USD","A","1978",67.86979,
"GBR","TRADEGOOD","EXP","BLN_USD","A","1979",85.78413,
"GBR","TRADEGOOD","EXP","BLN_USD","A","1980",109.0336,
"GBR","TRADEGOOD","EXP","BLN_USD","A","1981",101.4795,
"GBR","TRADEGOOD","EXP","BLN_USD","A","1982",96.43779,
"GBR","TRADEGOOD","EXP","BLN_USD","A","1983",91.82249,
"GBR","TRADEGOOD","EXP","BLN_USD","A","1984",93.52199,
"GBR","TRADEGOOD","EXP","BLN_USD","A","1985",100.932,
"GBR","TRADEGOOD","EXP","BLN_USD","A","1986",106.3253,
"GBR","TRADEGOOD","EXP","BLN_USD","A","1987",130.4826,
"GBR","TRADEGOOD","EXP","BLN_USD","A","1988",145.7287,
"GBR","TRADEGOOD","EXP","BLN_USD","A","1989",153.2645,
"GBR","TRADEGOOD","EXP","BLN_USD","A","1990",184.955,
"GBR","TRADEGOOD","EXP","BLN_USD","A","1991",185.0844,
"GBR","TRADEGOOD","EXP","BLN_USD","A","1992",189.9073,"B"
"GBR","TRADEGOOD","EXP","BLN_USD","A","1993",178.7597,
"GBR","TRADEGOOD","EXP","BLN_USD","A","1994",207.5981,
"GBR","TRADEGOOD","EXP","BLN_USD","A","1995",244.835,
"GBR","TRADEGOOD","EXP","BLN_USD","A","1996",263.9457,
"GBR","TRADEGOOD","EXP","BLN_USD","A","1997",283.4604,
"GBR","TRADEGOOD","EXP","BLN_USD","A","1998",269.327,
"GBR","TRADEGOOD","EXP","BLN_USD","A","1999",266.8138,
"GBR","TRADEGOOD","EXP","BLN_USD","A","2000",282.1976,
"GBR","TRADEGOOD","EXP","BLN_USD","A","2001",271.0659,
"GBR","TRADEGOOD","EXP","BLN_USD","A","2002",278.4026,
"GBR","TRADEGOOD","EXP","BLN_USD","A","2003",304.9187,
"GBR","TRADEGOOD","EXP","BLN_USD","A","2004",344.3705,
"GBR","TRADEGOOD","EXP","BLN_USD","A","2005",381.5442,
"GBR","TRADEGOOD","EXP","BLN_USD","A","2006",451.2766,
"GBR","TRADEGOOD","EXP","BLN_USD","A","2007",442.2545,
"GBR","TRADEGOOD","EXP","BLN_USD","A","2008",461.4532,
"GBR","TRADEGOOD","EXP","BLN_USD","A","2009",353.5673,
"GBR","TRADEGOOD","EXP","BLN_USD","A","2010",405.8095,
"GBR","TRADEGOOD","EXP","BLN_USD","A","2011",475.7186,
"GBR","TRADEGOOD","EXP","BLN_USD","A","2012",469.1004,
"GBR","TRADEGOOD","EXP","BLN_USD","A","2013",470.3369,
"GBR","TRADEGOOD","EXP","BLN_USD","A","2014",474.1059,
"GBR","TRADEGOOD","EXP","BLN_USD","A","2015",427.2887,
"GBR","TRADEGOOD","EXP","BLN_USD","A","2016",394.3661,
"GBR","TRADEGOOD","EXP","BLN_USD","A","2017",423.3522,
"GBR","TRADEGOOD","EXP","BLN_USD","A","2018",453.6971,
"GBR","TRADEGOOD","EXP","BLN_USD","A","2019",443.2661,
"USA","TRADEGOOD","EXP","BLN_USD","A","1956",17.333,
"USA","TRADEGOOD","EXP","BLN_USD","A","1957",20.875,
"USA","TRADEGOOD","EXP","BLN_USD","A","1958",17.919,
"USA","TRADEGOOD","EXP","BLN_USD","A","1959",17.642,
"USA","TRADEGOOD","EXP","BLN_USD","A","1960",20.599,
"USA","TRADEGOOD","EXP","BLN_USD","A","1961",21.038,
"USA","TRADEGOOD","EXP","BLN_USD","A","1962",21.717,
"USA","TRADEGOOD","EXP","BLN_USD","A","1963",23.349,
"USA","TRADEGOOD","EXP","BLN_USD","A","1964",26.507,
"USA","TRADEGOOD","EXP","BLN_USD","A","1965",27.479,
"USA","TRADEGOOD","EXP","BLN_USD","A","1966",30.32,
"USA","TRADEGOOD","EXP","BLN_USD","A","1967",31.526,
"USA","TRADEGOOD","EXP","BLN_USD","A","1968",34.228,
"USA","TRADEGOOD","EXP","BLN_USD","A","1969",38.005,
"USA","TRADEGOOD","EXP","BLN_USD","A","1970",43.225,
"USA","TRADEGOOD","EXP","BLN_USD","A","1971",44.129,
"USA","TRADEGOOD","EXP","BLN_USD","A","1972",49.759,
"USA","TRADEGOOD","EXP","BLN_USD","A","1973",71.338,
"USA","TRADEGOOD","EXP","BLN_USD","A","1974",98.509,
"USA","TRADEGOOD","EXP","BLN_USD","A","1975",107.647,
"USA","TRADEGOOD","EXP","BLN_USD","A","1976",115.403,
"USA","TRADEGOOD","EXP","BLN_USD","A","1977",121.1507,
"USA","TRADEGOOD","EXP","BLN_USD","A","1978",143.5729,
"USA","TRADEGOOD","EXP","BLN_USD","A","1979",181.6508,
"USA","TRADEGOOD","EXP","BLN_USD","A","1980",220.6261,
"USA","TRADEGOOD","EXP","BLN_USD","A","1981",233.677,
"USA","TRADEGOOD","EXP","BLN_USD","A","1982",212.1933,
"USA","TRADEGOOD","EXP","BLN_USD","A","1983",200.4858,
"USA","TRADEGOOD","EXP","BLN_USD","A","1984",218.7228,
"USA","TRADEGOOD","EXP","BLN_USD","A","1985",212.7789,
"USA","TRADEGOOD","EXP","BLN_USD","A","1986",227.1585,
"USA","TRADEGOOD","EXP","BLN_USD","A","1987",254.1219,
"USA","TRADEGOOD","EXP","BLN_USD","A","1988",322.4264,
"USA","TRADEGOOD","EXP","BLN_USD","A","1989",363.8115,
"USA","TRADEGOOD","EXP","BLN_USD","A","1990",393.5922,
"USA","TRADEGOOD","EXP","BLN_USD","A","1991",421.73,
"USA","TRADEGOOD","EXP","BLN_USD","A","1992",448.163,
"USA","TRADEGOOD","EXP","BLN_USD","A","1993",465.092,
"USA","TRADEGOOD","EXP","BLN_USD","A","1994",512.627,
"USA","TRADEGOOD","EXP","BLN_USD","A","1995",584.743,
"USA","TRADEGOOD","EXP","BLN_USD","A","1996",625.072,
"USA","TRADEGOOD","EXP","BLN_USD","A","1997",689.183,
"USA","TRADEGOOD","EXP","BLN_USD","A","1998",682.138,
"USA","TRADEGOOD","EXP","BLN_USD","A","1999",695.798,
"USA","TRADEGOOD","EXP","BLN_USD","A","2000",781.918,
"USA","TRADEGOOD","EXP","BLN_USD","A","2001",729.099,
"USA","TRADEGOOD","EXP","BLN_USD","A","2002",693.101,
"USA","TRADEGOOD","EXP","BLN_USD","A","2003",724.77,
"USA","TRADEGOOD","EXP","BLN_USD","A","2004",818.776,
"USA","TRADEGOOD","EXP","BLN_USD","A","2005",905.976,
"USA","TRADEGOOD","EXP","BLN_USD","A","2006",1036.634,
"USA","TRADEGOOD","EXP","BLN_USD","A","2007",1148.198,
"USA","TRADEGOOD","EXP","BLN_USD","A","2008",1287.442,
"USA","TRADEGOOD","EXP","BLN_USD","A","2009",1056.043,
"USA","TRADEGOOD","EXP","BLN_USD","A","2010",1278.265,
"USA","TRADEGOOD","EXP","BLN_USD","A","2011",1480.291,
"USA","TRADEGOOD","EXP","BLN_USD","A","2012",1545.703,
"USA","TRADEGOOD","EXP","BLN_USD","A","2013",1578.441,
"USA","TRADEGOOD","EXP","BLN_USD","A","2014",1621.17,
"USA","TRADEGOOD","EXP","BLN_USD","A","2015",1503.102,
"USA","TRADEGOOD","EXP","BLN_USD","A","2016",1451.022,
"USA","TRADEGOOD","EXP","BLN_USD","A","2017",1546.472,
"USA","TRADEGOOD","EXP","BLN_USD","A","2018",1665.688,
"USA","TRADEGOOD","EXP","BLN_USD","A","2019",1643.161,
"ARG","TRADEGOOD","EXP","BLN_USD","A","1990",12.33822,
"ARG","TRADEGOOD","EXP","BLN_USD","A","1991",11.89419,
"ARG","TRADEGOOD","EXP","BLN_USD","A","1992",12.21558,
"ARG","TRADEGOOD","EXP","BLN_USD","A","1993",13.14522,
"ARG","TRADEGOOD","EXP","BLN_USD","A","1994",15.82913,
"ARG","TRADEGOOD","EXP","BLN_USD","A","1995",20.89184,
"ARG","TRADEGOOD","EXP","BLN_USD","A","1996",23.71123,
"ARG","TRADEGOOD","EXP","BLN_USD","A","1997",26.46906,
"ARG","TRADEGOOD","EXP","BLN_USD","A","1998",26.38071,
"ARG","TRADEGOOD","EXP","BLN_USD","A","1999",23.32364,
"ARG","TRADEGOOD","EXP","BLN_USD","A","2000",26.39663,
"ARG","TRADEGOOD","EXP","BLN_USD","A","2001",26.55502,
"ARG","TRADEGOOD","EXP","BLN_USD","A","2002",25.7248,
"ARG","TRADEGOOD","EXP","BLN_USD","A","2003",29.95117,
"ARG","TRADEGOOD","EXP","BLN_USD","A","2004",34.58847,
"ARG","TRADEGOOD","EXP","BLN_USD","A","2005",40.42758,
"ARG","TRADEGOOD","EXP","BLN_USD","A","2006",46.68942,
"ARG","TRADEGOOD","EXP","BLN_USD","A","2007",56.13731,
"ARG","TRADEGOOD","EXP","BLN_USD","A","2008",70.0857,
"ARG","TRADEGOOD","EXP","BLN_USD","A","2009",55.77047,
"ARG","TRADEGOOD","EXP","BLN_USD","A","2010",68.17444,
"ARG","TRADEGOOD","EXP","BLN_USD","A","2011",82.98109,
"ARG","TRADEGOOD","EXP","BLN_USD","A","2012",79.98239,
"ARG","TRADEGOOD","EXP","BLN_USD","A","2013",75.96298,
"ARG","TRADEGOOD","EXP","BLN_USD","A","2014",68.40435,
"ARG","TRADEGOOD","EXP","BLN_USD","A","2015",56.78394,
"ARG","TRADEGOOD","EXP","BLN_USD","A","2016",57.9091,
"ARG","TRADEGOOD","EXP","BLN_USD","A","2017",58.644,
"ARG","TRADEGOOD","EXP","BLN_USD","A","2018",61.781,
"ARG","TRADEGOOD","EXP","BLN_USD","A","2019",65.116,
"BRA","TRADEGOOD","EXP","BLN_USD","A","1964",1.424853,
"BRA","TRADEGOOD","EXP","BLN_USD","A","1965",1.579613,
"BRA","TRADEGOOD","EXP","BLN_USD","A","1966",1.735432,
"BRA","TRADEGOOD","EXP","BLN_USD","A","1967",1.642038,
"BRA","TRADEGOOD","EXP","BLN_USD","A","1968",1.863765,
"BRA","TRADEGOOD","EXP","BLN_USD","A","1969",2.294077,
"BRA","TRADEGOOD","EXP","BLN_USD","A","1970",2.724219,
"BRA","TRADEGOOD","EXP","BLN_USD","A","1971",2.868479,
"BRA","TRADEGOOD","EXP","BLN_USD","A","1972",3.953889,
"BRA","TRADEGOOD","EXP","BLN_USD","A","1973",6.126545,
"BRA","TRADEGOOD","EXP","BLN_USD","A","1974",7.89043,
"BRA","TRADEGOOD","EXP","BLN_USD","A","1975",8.70892,
"BRA","TRADEGOOD","EXP","BLN_USD","A","1976",10.00066,"B"
"BRA","TRADEGOOD","EXP","BLN_USD","A","1977",12.19551,
"BRA","TRADEGOOD","EXP","BLN_USD","A","1978",12.69517,
"BRA","TRADEGOOD","EXP","BLN_USD","A","1979",15.23763,
"BRA","TRADEGOOD","EXP","BLN_USD","A","1980",20.0187,
"BRA","TRADEGOOD","EXP","BLN_USD","A","1981",23.40523,
"BRA","TRADEGOOD","EXP","BLN_USD","A","1982",20.30699,
"BRA","TRADEGOOD","EXP","BLN_USD","A","1983",21.92716,
"BRA","TRADEGOOD","EXP","BLN_USD","A","1984",26.84395,
"BRA","TRADEGOOD","EXP","BLN_USD","A","1985",25.59395,
"BRA","TRADEGOOD","EXP","BLN_USD","A","1986",22.5373,
"BRA","TRADEGOOD","EXP","BLN_USD","A","1987",25.90533,
"BRA","TRADEGOOD","EXP","BLN_USD","A","1988",33.55617,
"BRA","TRADEGOOD","EXP","BLN_USD","A","1989",34.48467,
"BRA","TRADEGOOD","EXP","BLN_USD","A","1990",31.40311,
"BRA","TRADEGOOD","EXP","BLN_USD","A","1991",31.87534,
"BRA","TRADEGOOD","EXP","BLN_USD","A","1992",35.63911,
"BRA","TRADEGOOD","EXP","BLN_USD","A","1993",38.73883,
"BRA","TRADEGOOD","EXP","BLN_USD","A","1994",43.56545,
"BRA","TRADEGOOD","EXP","BLN_USD","A","1995",46.52321,
"BRA","TRADEGOOD","EXP","BLN_USD","A","1996",47.50866,
"BRA","TRADEGOOD","EXP","BLN_USD","A","1997",52.80396,
"BRA","TRADEGOOD","EXP","BLN_USD","A","1998",51.27081,
"BRA","TRADEGOOD","EXP","BLN_USD","A","1999",47.94516,
"BRA","TRADEGOOD","EXP","BLN_USD","A","2000",54.84242,
"BRA","TRADEGOOD","EXP","BLN_USD","A","2001",58.29113,
"BRA","TRADEGOOD","EXP","BLN_USD","A","2002",60.02364,
"BRA","TRADEGOOD","EXP","BLN_USD","A","2003",72.9427,
"BRA","TRADEGOOD","EXP","BLN_USD","A","2004",95.30641,
"BRA","TRADEGOOD","EXP","BLN_USD","A","2005",118.8034,
"BRA","TRADEGOOD","EXP","BLN_USD","A","2006",137.798,
"BRA","TRADEGOOD","EXP","BLN_USD","A","2007",160.4656,
"BRA","TRADEGOOD","EXP","BLN_USD","A","2008",195.3641,
"BRA","TRADEGOOD","EXP","BLN_USD","A","2009",152.6443,
"BRA","TRADEGOOD","EXP","BLN_USD","A","2010",200.3435,
"BRA","TRADEGOOD","EXP","BLN_USD","A","2011",255.3074,
"BRA","TRADEGOOD","EXP","BLN_USD","A","2012",242.8234,
"BRA","TRADEGOOD","EXP","BLN_USD","A","2013",241.6267,
"BRA","TRADEGOOD","EXP","BLN_USD","A","2014",224.7565,
"BRA","TRADEGOOD","EXP","BLN_USD","A","2015",190.5901,
"BRA","TRADEGOOD","EXP","BLN_USD","A","2016",185.3066,
"BRA","TRADEGOOD","EXP","BLN_USD","A","2017",218.3343,
"BRA","TRADEGOOD","EXP","BLN_USD","A","2018",239.4342,
"BRA","TRADEGOOD","EXP","BLN_USD","A","2019",225.6617,
"CHL","TRADEGOOD","EXP","BLN_USD","A","1996",16.62628,
"CHL","TRADEGOOD","EXP","BLN_USD","A","1997",17.85378,
"CHL","TRADEGOOD","EXP","BLN_USD","A","1998",16.29343,
"CHL","TRADEGOOD","EXP","BLN_USD","A","1999",17.21119,
"CHL","TRADEGOOD","EXP","BLN_USD","A","2000",19.23296,
"CHL","TRADEGOOD","EXP","BLN_USD","A","2001",18.19443,
"CHL","TRADEGOOD","EXP","BLN_USD","A","2002",18.17356,
"CHL","TRADEGOOD","EXP","BLN_USD","A","2003",21.66921,
"CHL","TRADEGOOD","EXP","BLN_USD","A","2004",33.08982,
"CHL","TRADEGOOD","EXP","BLN_USD","A","2005",41.99098,
"CHL","TRADEGOOD","EXP","BLN_USD","A","2006",59.22629,
"CHL","TRADEGOOD","EXP","BLN_USD","A","2007",68.47855,
"CHL","TRADEGOOD","EXP","BLN_USD","A","2008",64.40639,
"CHL","TRADEGOOD","EXP","BLN_USD","A","2009",55.3292,
"CHL","TRADEGOOD","EXP","BLN_USD","A","2010",71.18739,
"CHL","TRADEGOOD","EXP","BLN_USD","A","2011",81.42141,
"CHL","TRADEGOOD","EXP","BLN_USD","A","2012",78.0976,
"CHL","TRADEGOOD","EXP","BLN_USD","A","2013",76.8636,
