"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","1981","1981","IDX","Index","0","Units","2015_100","2015=100",27.21299,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","1982","1982","IDX","Index","0","Units","2015_100","2015=100",31.65389,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","1983","1983","IDX","Index","0","Units","2015_100","2015=100",36.28356,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","1984","1984","IDX","Index","0","Units","2015_100","2015=100",39.32682,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","1985","1985","IDX","Index","0","Units","2015_100","2015=100",42.43393,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","1986","1986","IDX","Index","0","Units","2015_100","2015=100",44.65919,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","1987","1987","IDX","Index","0","Units","2015_100","2015=100",46.83025,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","1988","1988","IDX","Index","0","Units","2015_100","2015=100",49.19727,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","1989","1989","IDX","Index","0","Units","2015_100","2015=100",51.99123,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","1990","1990","IDX","Index","0","Units","2015_100","2015=100",56.90996,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","1991","1991","IDX","Index","0","Units","2015_100","2015=100",61.40863,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","1992","1992","IDX","Index","0","Units","2015_100","2015=100",64.32299,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","1993","1993","IDX","Index","0","Units","2015_100","2015=100",65.60414,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","1994","1994","IDX","Index","0","Units","2015_100","2015=100",65.65067,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",66.50141,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",70.30023,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",72.2598,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",70.81828,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",71.92109,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",72.23977,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",74.50525,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",77.38805,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",80.74245,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",82.80568,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",84.72455,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",86.80801,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",88.53169,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",92.2459,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",96.13742,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",96.08736,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",96.67149,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",98.1488,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",98.96677,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",99.17515,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",100.4465,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",100.3431,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",102.3302,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",103.6408,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1981","1981","IDX","Index","0","Units","2015_100","2015=100",27.38797,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1982","1982","IDX","Index","0","Units","2015_100","2015=100",31.85555,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1983","1983","IDX","Index","0","Units","2015_100","2015=100",36.47034,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1984","1984","IDX","Index","0","Units","2015_100","2015=100",39.49694,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1985","1985","IDX","Index","0","Units","2015_100","2015=100",42.62302,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1986","1986","IDX","Index","0","Units","2015_100","2015=100",44.80036,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1987","1987","IDX","Index","0","Units","2015_100","2015=100",47.09499,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1988","1988","IDX","Index","0","Units","2015_100","2015=100",49.4143,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1989","1989","IDX","Index","0","Units","2015_100","2015=100",52.16536,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1990","1990","IDX","Index","0","Units","2015_100","2015=100",57.11592,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1991","1991","IDX","Index","0","Units","2015_100","2015=100",61.65406,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1992","1992","IDX","Index","0","Units","2015_100","2015=100",64.61157,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1993","1993","IDX","Index","0","Units","2015_100","2015=100",65.91605,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1994","1994","IDX","Index","0","Units","2015_100","2015=100",65.89892,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",66.69076,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",70.27479,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",72.28004,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",70.82169,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",71.98512,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",72.21154,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",74.53214,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",77.43132,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",80.76617,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",82.80188,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",84.76336,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",86.81435,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",88.53788,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",92.11621,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",96.12666,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",96.10378,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",96.59644,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",98.01603,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",98.90485,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",99.105,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",100.3459,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",100.2932,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",102.28,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",103.5693,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1982","1982","PC","Percentage","0","Units",,,16.31219,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1983","1983","PC","Percentage","0","Units",,,14.48664,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1984","1984","PC","Percentage","0","Units",,,8.298796,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1985","1985","PC","Percentage","0","Units",,,7.914746,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1986","1986","PC","Percentage","0","Units",,,5.108353,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1987","1987","PC","Percentage","0","Units",,,5.121915,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1988","1988","PC","Percentage","0","Units",,,4.92473,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1989","1989","PC","Percentage","0","Units",,,5.567338,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1990","1990","PC","Percentage","0","Units",,,9.490134,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1991","1991","PC","Percentage","0","Units",,,7.945485,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1992","1992","PC","Percentage","0","Units",,,4.796952,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1993","1993","PC","Percentage","0","Units",,,2.018957,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1994","1994","PC","Percentage","0","Units",,,-0.02599277,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1995","1995","PC","Percentage","0","Units",,,1.201591,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1996","1996","PC","Percentage","0","Units",,,5.374108,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1997","1997","PC","Percentage","0","Units",,,2.853454,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1998","1998","PC","Percentage","0","Units",,,-2.01765,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1999","1999","PC","Percentage","0","Units",,,1.642771,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2000","2000","PC","Percentage","0","Units",,,0.3145272,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2001","2001","PC","Percentage","0","Units",,,3.21361,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2002","2002","PC","Percentage","0","Units",,,3.889845,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2003","2003","PC","Percentage","0","Units",,,4.306852,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2004","2004","PC","Percentage","0","Units",,,2.520496,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2005","2005","PC","Percentage","0","Units",,,2.368876,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2006","2006","PC","Percentage","0","Units",,,2.419673,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2007","2007","PC","Percentage","0","Units",,,1.985301,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2008","2008","PC","Percentage","0","Units",,,4.041586,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2009","2009","PC","Percentage","0","Units",,,4.353685,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2010","2010","PC","Percentage","0","Units",,,-0.02379985,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2011","2011","PC","Percentage","0","Units",,,0.5126361,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2012","2012","PC","Percentage","0","Units",,,1.469598,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.9068138,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.2023679,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2015","2015","PC","Percentage","0","Units",,,0.9030816,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2016","2016","PC","Percentage","0","Units",,,0.3458945,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2017","2017","PC","Percentage","0","Units",,,-0.05251991,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2018","2018","PC","Percentage","0","Units",,,1.980974,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2019","2019","PC","Percentage","0","Units",,,1.260597,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1982","1982","PC","Percentage","0","Units",,,16.31219,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1983","1983","PC","Percentage","0","Units",,,14.48664,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1984","1984","PC","Percentage","0","Units",,,8.298796,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1985","1985","PC","Percentage","0","Units",,,7.914746,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1986","1986","PC","Percentage","0","Units",,,5.108353,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1987","1987","PC","Percentage","0","Units",,,5.121915,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1988","1988","PC","Percentage","0","Units",,,4.92473,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1989","1989","PC","Percentage","0","Units",,,5.567338,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1990","1990","PC","Percentage","0","Units",,,9.490134,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1991","1991","PC","Percentage","0","Units",,,7.945485,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1992","1992","PC","Percentage","0","Units",,,4.796952,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1993","1993","PC","Percentage","0","Units",,,2.018957,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1994","1994","PC","Percentage","0","Units",,,-0.02599277,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1995","1995","PC","Percentage","0","Units",,,1.201591,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1996","1996","PC","Percentage","0","Units",,,5.374108,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1997","1997","PC","Percentage","0","Units",,,2.853454,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1998","1998","PC","Percentage","0","Units",,,-2.01765,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1999","1999","PC","Percentage","0","Units",,,1.642771,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2000","2000","PC","Percentage","0","Units",,,0.3145272,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2001","2001","PC","Percentage","0","Units",,,3.21361,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2002","2002","PC","Percentage","0","Units",,,3.889845,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2003","2003","PC","Percentage","0","Units",,,4.306852,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2004","2004","PC","Percentage","0","Units",,,2.520496,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2005","2005","PC","Percentage","0","Units",,,2.368876,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2006","2006","PC","Percentage","0","Units",,,2.419673,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2007","2007","PC","Percentage","0","Units",,,1.985301,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2008","2008","PC","Percentage","0","Units",,,4.041586,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2009","2009","PC","Percentage","0","Units",,,4.353685,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2010","2010","PC","Percentage","0","Units",,,-0.02379985,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2011","2011","PC","Percentage","0","Units",,,0.5126361,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2012","2012","PC","Percentage","0","Units",,,1.469598,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.9068138,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.2023679,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2015","2015","PC","Percentage","0","Units",,,0.9030816,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2016","2016","PC","Percentage","0","Units",,,0.3458945,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2017","2017","PC","Percentage","0","Units",,,-0.05251991,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2018","2018","PC","Percentage","0","Units",,,1.980974,,
"ITA","Italy","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2019","2019","PC","Percentage","0","Units",,,1.260597,,
"OECD","OECD - Total","ULQECU01","Labour Compensation per employed person","IXOBSA","Index, seasonally adjusted ","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",59.09924,,
"OECD","OECD - Total","ULQECU01","Labour Compensation per employed person","IXOBSA","Index, seasonally adjusted ","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",61.07281,,
"OECD","OECD - Total","ULQECU01","Labour Compensation per employed person","IXOBSA","Index, seasonally adjusted ","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",63.26337,,
"OECD","OECD - Total","ULQECU01","Labour Compensation per employed person","IXOBSA","Index, seasonally adjusted ","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",65.25084,,
