"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LVA","Latvia","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2009","2009","PC","Percentage","0","Units",,,-11.16544,,
"LVA","Latvia","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2010","2010","PC","Percentage","0","Units",,,-8.416404,,
"LVA","Latvia","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2011","2011","PC","Percentage","0","Units",,,-2.084394,,
"LVA","Latvia","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2012","2012","PC","Percentage","0","Units",,,4.342537,,
"LVA","Latvia","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2013","2013","PC","Percentage","0","Units",,,5.486744,,
"LVA","Latvia","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2014","2014","PC","Percentage","0","Units",,,5.892266,,
"LVA","Latvia","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2015","2015","PC","Percentage","0","Units",,,4.906234,,
"LVA","Latvia","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2016","2016","PC","Percentage","0","Units",,,4.714064,,
"LVA","Latvia","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2017","2017","PC","Percentage","0","Units",,,4.185701,,
"LVA","Latvia","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2018","2018","PC","Percentage","0","Units",,,5.144036,,
"LVA","Latvia","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2019","2019","PC","Percentage","0","Units",,,6.597775,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",49.08262,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",52.93745,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",55.60924,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",58.45852,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",61.07181,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",65.84336,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",71.6529,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",76.19235,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",79.54782,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",82.32457,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",83.69087,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",84.71561,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",86.83749,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",92.25369,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",99.93693,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",100.3369,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",99.29946,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",100.062,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",100.467,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",99.39383,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",101.7857,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",102.9833,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",105.8226,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",110.2769,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",48.94726,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",52.75878,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",55.49245,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",58.39682,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",60.95757,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",65.69332,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",71.32467,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",75.90803,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",79.2817,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",82.30151,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",83.54539,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",84.41397,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",86.45421,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",92.01582,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",100.0659,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",100.2216,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",99.14317,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",99.86026,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",100.1047,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",99.16276,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",101.6842,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",102.6563,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",105.4652,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",109.7134,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1996","1996","PC","Percentage","0","Units",,,7.786992,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1997","1997","PC","Percentage","0","Units",,,5.181456,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1998","1998","PC","Percentage","0","Units",,,5.233795,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1999","1999","PC","Percentage","0","Units",,,4.385088,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2000","2000","PC","Percentage","0","Units",,,7.768928,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2001","2001","PC","Percentage","0","Units",,,8.572176,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2002","2002","PC","Percentage","0","Units",,,6.426057,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2003","2003","PC","Percentage","0","Units",,,4.444417,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2004","2004","PC","Percentage","0","Units",,,3.808962,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2005","2005","PC","Percentage","0","Units",,,1.511369,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2006","2006","PC","Percentage","0","Units",,,1.039652,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2007","2007","PC","Percentage","0","Units",,,2.416945,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2008","2008","PC","Percentage","0","Units",,,6.43302,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2009","2009","PC","Percentage","0","Units",,,8.748632,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2010","2010","PC","Percentage","0","Units",,,0.1555736,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2011","2011","PC","Percentage","0","Units",,,-1.076069,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2012","2012","PC","Percentage","0","Units",,,0.7232855,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.2448024,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2014","2014","PC","Percentage","0","Units",,,-0.9409773,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2015","2015","PC","Percentage","0","Units",,,0.8443103,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2016","2016","PC","Percentage","0","Units",,,1.684213,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2017","2017","PC","Percentage","0","Units",,,0.9560021,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.736163,,
"SVN","Slovenia","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2019","2019","PC","Percentage","0","Units",,,4.02811,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",76.62915,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",77.6314,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",78.87748,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",79.97357,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",80.84373,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",82.40896,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",83.84672,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",84.21915,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",85.14194,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",86.19197,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",87.35826,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",88.92849,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",90.90414,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",93.3806,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",94.69981,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",94.18097,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",95.28326,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",96.84467,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",97.67272,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",98.97384,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",99.99953,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",101.4138,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",102.7092,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",105.2457,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",107.7618,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1996","1996","PC","Percentage","0","Units",,,1.307927,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1997","1997","PC","Percentage","0","Units",,,1.605118,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1998","1998","PC","Percentage","0","Units",,,1.389614,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","1999","1999","PC","Percentage","0","Units",,,1.088062,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2000","2000","PC","Percentage","0","Units",,,1.936114,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2001","2001","PC","Percentage","0","Units",,,1.744666,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2002","2002","PC","Percentage","0","Units",,,0.4441787,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2003","2003","PC","Percentage","0","Units",,,1.095713,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2004","2004","PC","Percentage","0","Units",,,1.233257,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2005","2005","PC","Percentage","0","Units",,,1.353136,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2006","2006","PC","Percentage","0","Units",,,1.797457,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2007","2007","PC","Percentage","0","Units",,,2.221621,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2008","2008","PC","Percentage","0","Units",,,2.724247,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2009","2009","PC","Percentage","0","Units",,,1.412727,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2010","2010","PC","Percentage","0","Units",,,-0.5478818,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2011","2011","PC","Percentage","0","Units",,,1.170406,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2012","2012","PC","Percentage","0","Units",,,1.638692,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.8550365,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2014","2014","PC","Percentage","0","Units",,,1.332119,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2015","2015","PC","Percentage","0","Units",,,1.036332,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2016","2016","PC","Percentage","0","Units",,,1.414226,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2017","2017","PC","Percentage","0","Units",,,1.27735,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.469628,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","GPSA","Quarterly change compared to previous quarter, seasonally adjusted","A","Annual","2019","2019","PC","Percentage","0","Units",,,2.390741,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1996","1996","PC","Percentage","0","Units",,,1.307927,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1997","1997","PC","Percentage","0","Units",,,1.605118,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1998","1998","PC","Percentage","0","Units",,,1.389614,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1999","1999","PC","Percentage","0","Units",,,1.088062,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2000","2000","PC","Percentage","0","Units",,,1.936114,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2001","2001","PC","Percentage","0","Units",,,1.744666,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2002","2002","PC","Percentage","0","Units",,,0.4441787,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2003","2003","PC","Percentage","0","Units",,,1.095713,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2004","2004","PC","Percentage","0","Units",,,1.233257,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2005","2005","PC","Percentage","0","Units",,,1.353136,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2006","2006","PC","Percentage","0","Units",,,1.797457,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2007","2007","PC","Percentage","0","Units",,,2.221621,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2008","2008","PC","Percentage","0","Units",,,2.724247,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2009","2009","PC","Percentage","0","Units",,,1.412727,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2010","2010","PC","Percentage","0","Units",,,-0.5478818,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2011","2011","PC","Percentage","0","Units",,,1.170406,,
"OECD","OECD - Total","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2012","2012","PC","Percentage","0","Units",,,1.638692,,
